0,1,2,3
2696,93,552,274
4409,65,5945,221
3177,93,1814,42
2643,93,4871,253
6426,149,2359,250
4542,71,4060,14
750,57,4409,328
3462,200,270,296
2476,115,1500,121
7099,227,3789,72
648,93,6578,8
2038,115,4742,330
6478,93,5897,298
6583,190,5042,297
3407,200,2655,257
5839,83,6364,274
2875,9,6364,271
5314,177,5945,313
264,144,1456,113
4030,93,1723,84
5839,9,5602,95
1041,3,3578,34
1346,190,1862,116
3462,174,4221,20
3582,32,3005,96
2187,227,4753,61
5042,32,5602,120
2419,120,5945,302
2915,37,1909,139
3814,93,5042,38
5366,20,3936,289
6260,2,3164,198
1084,117,5542,159
995,137,3445,356
1131,3,3544,201
5342,93,4865,91
2016,158,553,20
5298,203,2696,225
205,32,3878,180
1378,105,4753,253
3642,93,6260,308
4865,38,5042,187
6260,32,4759,297
4865,93,6825,154
4532,93,1590,302
1989,9,486,257
568,37,2197,124
5945,3,165,70
6611,20,4753,288
4391,93,5303,79
3164,93,3854,188
34,26,5613,135
4542,20,1648,3
1327,164,4081,126
5664,190,4646,186
2885,20,5687,134
5945,147,4793,94
7104,93,5042,48
617,164,4544,127
2706,3,113,42
220,93,3627,37
2311,37,617,184
6077,120,7009,194
2661,164,5839,3
4722,9,5042,109
6186,9,2853,25
3124,180,894,61
3798,32,2016,156
5839,33,1023,54
2463,106,3976,360
2923,18,1507,323
2661,227,5839,52
6260,190,3445,154
4542,137,4263,232
5913,38,6121,219
6514,135,5699,282
2956,106,1066,177
4753,135,552,348
6556,37,3992,12
6578,32,6989,123
2110,190,4298,36
774,137,6168,61
5602,176,5042,224
5957,37,4498,73
6056,20,160,184
5506,115,3229,299
2181,37,264,125
891,9,5796,287
1321,37,4354,73
6364,83,638,281
6432,26,995,135
4581,137,4753,109
6432,93,3890,31
1617,93,3813,155
4423,93,1741,231
1100,61,4625,269
3890,108,4409,143
5298,115,2696,209
4243,93,1066,302
2222,32,3795,171
6243,38,1466,99
4679,137,814,311
3795,37,346,32
5042,71,5047,109
2915,20,1909,0
2484,106,3071,8
5792,93,735,343
1023,37,3623,331
463,93,146,120
487,153,1554,288
4030,93,6441,338
3890,63,3578,352
165,93,6765,351
2081,93,6228,121
4529,190,4515,49
5661,93,716,229
2661,158,3814,349
3002,96,3716,110
6090,20,3229,235
5145,32,5293,164
4584,93,4753,59
4953,93,5939,144
4558,227,4742,169
648,93,6578,1
995,32,5380,242
5970,160,4542,352
6705,190,2661,141
3405,32,4170,359
5674,93,5042,279
5839,38,5602,146
3642,32,891,177
1383,164,4989,324
3187,42,4101,76
4989,137,6432,123
1383,164,4865,324
2661,164,6260,106
1554,37,487,94
5945,105,4409,209
6256,200,3187,177
5602,32,5839,19
4298,158,6665,137
2371,37,5006,221
4274,93,2317,49
2016,158,4391,19
6593,93,5042,287
6765,158,185,64
3164,38,6260,228
2648,20,1898,190
6767,32,1884,175
910,93,3230,331
6426,99,3795,189
995,123,5042,360
910,93,3098,164
234,93,4847,127
4131,118,3098,253
6316,32,5402,261
718,115,1655,354
4842,71,6432,196
5042,158,5602,220
5450,38,4542,167
4515,32,6260,249
3716,15,2927,240
740,190,4298,18
3131,37,617,222
3506,3,2463,359
4903,9,4542,247
2016,37,4742,59
2311,37,3890,172
3659,9,4753,280
4752,32,5428,355
399,205,5661,92
4584,227,4298,315
5786,9,4914,66
6578,65,3587,32
6609,71,2277,75
4529,190,3976,70
595,117,7081,354
2963,105,5723,110
5211,21,6540,206
977,93,3723,338
6578,20,3578,32
6260,204,6695,230
3766,93,4298,158
6578,93,5888,243
452,190,4633,263
4584,2,3164,65
1551,32,1941,107
3708,93,2016,112
6104,120,113,237
6909,32,2191,305
5527,156,4515,338
5866,93,6432,109
837,93,3917,125
4989,32,4953,319
2311,37,1638,29
2443,93,5866,152
2317,204,4753,120
4584,177,2016,96
2317,93,5839,240
1621,86,4005,325
4298,9,5017,308
1487,9,5839,5
4243,93,1055,139
2308,204,6100,116
3655,20,5945,156
2463,70,1590,292
2963,32,1723,346
4646,32,3176,100
3828,93,808,313
602,37,5474,213
4287,37,4585,271
638,93,5652,291
5866,164,718,223
2850,37,2824,34
3798,9,4646,346
3496,32,137,313
5156,190,5042,167
5042,133,6364,308
344,32,1392,34
5436,164,2779,286
5664,32,1525,230
273,204,6432,348
4542,126,4060,93
213,133,4865,137
3124,37,1487,134
964,93,3538,113
5342,93,3635,53
6124,158,3672,302
4865,158,4584,154
459,32,2110,344
5602,158,552,39
6167,93,4030,335
5232,93,6432,353
6356,93,6611,299
5432,9,448,201
3164,2,6260,140
6260,32,980,181
4542,115,2771,148
2965,93,5314,36
1655,200,718,290
5428,158,965,285
6432,164,5042,226
2550,93,5613,121
3965,38,5839,222
6109,32,4646,179
1961,20,205,194
5042,227,3116,228
2963,158,4529,50
6432,190,5042,261
213,37,4338,92
5602,26,5839,231
4806,20,4542,16
7012,93,2098,126
4833,93,6755,229
3690,32,1346,178
4865,133,448,257
5428,190,5996,330
5042,105,6964,154
1494,137,2391,112
4989,2,4170,322
4463,42,5957,280
418,160,5602,275
4164,93,6958,15
1718,65,2181,230
4933,158,5866,282
3244,9,5145,142
5952,93,828,318
6578,180,3578,320
219,93,4753,31
5839,32,2131,3
751,32,5866,201
6325,93,2441,277
925,164,1769,307
5047,137,5042,201
5180,190,3098,117
568,37,1514,77
2463,11,1590,156
3895,132,113,260
6260,204,6686,165
3147,227,5945,195
2350,115,4542,117
2570,115,291,352
1712,9,4542,229
3098,158,6432,267
4507,93,1468,238
1487,9,2661,163
6168,93,1378,221
6243,71,161,56
3031,11,6168,74
3642,93,6964,119
1551,93,6118,74
1721,177,2914,21
1947,93,2220,51
5759,190,5042,210
4298,21,744,343
1924,18,5957,350
2661,158,4646,31
6168,2,182,157
4398,204,1365,239
1376,137,1901,184
5047,38,5839,1
3179,32,6981,83
4903,20,4542,349
5224,12,4542,130
6692,20,873,70
5710,164,496,37
6578,20,3578,311
1321,37,3049,54
1884,2,5067,61
1032,190,5602,315
6260,20,6695,361
3673,64,4409,306
3887,190,4298,182
2182,204,5042,251
4277,204,6681,102
6432,177,5298,293
4992,133,2658,247
3745,164,2546,193
7046,180,2342,226
4953,9,6795,271
4865,158,1262,262
6894,57,4360,63
165,158,5332,282
6656,20,1334,178
5953,32,6537,65
5236,18,6364,322
5428,227,5511,123
4515,133,4753,308
227,32,3164,1
3522,83,751,238
6256,176,3187,182
3798,190,2016,219
4152,93,2016,325
2387,32,3346,93
4298,158,5267,177
884,32,6725,25
4170,93,3890,339
5945,106,4409,51
6352,132,1994,26
5831,180,1101,301
4753,190,6364,117
5042,38,4865,300
4314,57,218,351
4398,32,3233,180
1582,21,1846,116
4145,190,2357,115
6260,190,4865,188
3141,71,3574,85
5480,32,4946,230
5243,106,5945,20
1723,93,4030,92
3506,176,2463,38
1789,190,3113,288
6181,32,4525,51
2642,118,5723,328
5281,93,2696,344
4808,32,4969,160
4298,32,599,155
1531,9,6260,12
3179,3,2588,112
2841,93,6432,293
6862,64,873,224
4793,106,4409,32
2661,132,5602,129
1660,3,5945,129
3164,204,4584,198
1575,115,5945,250
6205,164,6228,100
4498,106,1060,184
5269,71,2463,278
4361,9,2449,143
6982,93,2016,260
2463,157,3506,278
4865,9,4753,99
4152,137,2098,110
4707,190,6124,218
3642,93,1468,182
5945,20,1046,263
3814,32,1923,245
4463,153,5957,188
5613,32,1262,259
2239,71,2456,194
6434,93,1066,334
1256,153,5042,284
1825,137,4946,63
4584,13,3715,267
2317,137,2696,175
3164,93,4753,207
4371,3,2684,184
5436,158,1862,36
2550,164,4735,73
3118,37,5796,112
1712,216,4542,318
4753,83,2696,51
2798,204,819,141
1036,93,5042,331
835,32,4298,363
1904,32,6260,243
648,93,1041,113
5839,93,5602,208
6147,9,3304,172
6262,93,7113,34
1718,37,4542,175
995,83,5436,156
5945,164,1884,221
5839,38,5042,223
3795,32,5042,71
4313,115,5945,314
3164,9,6260,272
3866,93,6001,54
4542,115,1964,305
56,93,5620,166
4632,3,5945,215
3642,137,5593,206
1665,32,3642,254
4953,32,4646,106
227,93,2661,317
1030,164,1363,110
648,20,1041,209
4702,204,4953,260
4967,93,2220,326
3673,20,4409,221
4646,93,5042,70
1287,190,2181,204
5981,225,4095,182
3558,32,5613,325
552,93,218,142
1878,93,5602,223
5042,20,5156,208
729,2,4632,155
835,105,2566,62
4954,93,3179,180
5428,3,995,26
4241,20,3049,227
5839,105,5042,180
2016,37,4742,269
6432,32,4953,113
5831,93,995,261
6243,115,3187,130
6432,152,2016,358
6578,3,3578,8
2728,137,5945,71
3229,137,744,203
2696,133,4753,135
4463,42,5957,69
2954,3,4742,298
3164,32,2033,252
552,93,4515,282
6725,93,1055,157
6423,32,3642,353
2703,200,3992,205
2546,93,4409,123
4946,93,4059,325
2601,42,5981,332
6260,9,3164,14
1468,133,4753,246
165,20,4409,166
1712,106,4542,151
964,93,4030,237
4763,93,1151,244
3116,105,2016,357
1880,93,5602,210
1066,37,5945,147
5723,83,2642,304
4408,3,1321,335
4895,158,6432,204
2016,158,4753,286
581,160,5638,78
5626,93,5145,114
6330,228,2463,265
5839,204,3098,112
1461,180,2696,107
3124,37,5788,28
5042,20,5602,143
4193,93,6448,92
4953,9,6789,18
4532,3,2463,201
5470,37,4513,284
586,32,5590,319
5047,75,6758,126
4804,190,1862,22
6497,93,3179,239
5033,190,6758,232
5402,190,4366,184
727,20,5042,254
3799,227,4753,107
4016,32,1328,5
5069,189,1487,93
5613,20,3118,233
4409,37,430,167
1703,190,2960,90
5866,32,6432,137
5047,137,6150,319
2067,3,3514,287
4084,20,4865,293
6479,20,4542,325
1461,9,2696,63
648,93,6578,10
5042,158,2357,149
2498,137,4298,77
2511,190,4753,204
5945,3,1293,200
4004,9,5602,210
3895,32,6260,306
750,93,4409,127
6260,190,4298,11
1525,20,4842,110
5602,105,5042,47
2601,32,2272,1
6260,93,3890,102
6498,204,6458,306
2875,137,2575,74
3483,163,4542,69
2696,158,4314,193
5839,9,5042,175
2317,164,5723,298
4753,101,2696,205
2136,164,1741,204
1760,105,751,134
366,93,748,293
4298,137,2927,159
3795,32,1615,71
4515,133,2311,22
4989,93,4865,195
2696,133,5602,222
3848,20,3257,36
6578,3,3578,161
2784,20,5945,255
1723,190,2441,192
5839,9,5602,204
6591,20,2463,262
3985,204,2963,43
2567,32,4646,83
2303,160,322,139
5681,93,2696,183
2575,32,4277,14
2205,32,4753,68
2588,153,3179,336
5839,158,3415,20
552,93,4314,103
4030,93,2963,84
5968,93,6979,146
1867,3,4172,268
1431,158,4865,70
3016,228,3623,12
3642,137,5595,274
2661,13,2791,61
5042,158,835,247
6364,71,2369,83
6432,32,6150,36
3783,32,705,156
5837,115,5661,222
3230,37,1830,286
5162,9,4584,306
669,93,3604,267
6840,20,5945,177
759,180,2143,296
5042,20,5602,272
2774,180,857,32
349,115,5573,27
430,115,5945,184
2435,164,552,274
5619,32,1067,36
6260,190,5042,179
5273,190,4753,69
5042,158,6583,297
835,93,4298,254
3642,93,4753,15
6432,69,4298,293
4753,190,3253,120
740,137,5590,44
3976,190,2963,110
4298,37,5590,267
3038,38,6091,279
4131,215,3098,334
4132,83,2005,342
4865,133,213,141
4885,158,1648,91
6186,37,4542,325
3002,42,7035,65
4632,20,4409,36
4646,105,3994,70
4813,93,6530,325
6349,122,3571,107
773,20,1327,0
1920,93,3976,8
244,9,6903,93
6758,190,285,245
6733,200,718,259
5602,32,5042,136
5866,32,6432,175
4871,158,1723,318
4813,93,2222,248
6260,137,4298,256
4155,93,1484,89
4542,164,4038,327
6870,96,3474,336
3890,64,4409,280
4555,3,2357,71
6254,93,6837,37
6124,3,4515,358
4542,164,2350,147
1828,115,213,324
1656,93,268,125
5774,190,4871,40
6205,38,4865,343
5839,18,2661,96
3601,190,5602,43
3682,93,2696,333
3745,196,4753,206
1923,190,3098,200
2317,164,2566,160
4052,93,391,34
6124,164,4492,286
5804,32,5331,50
5945,3,165,39
2572,141,4980,309
2774,18,718,311
437,93,4702,269
3943,180,6205,147
2419,3,5945,342
695,200,5107,274
5716,13,6432,276
2818,93,5827,49
3098,158,5602,247
3164,9,2963,352
4793,37,5945,344
881,93,783,211
5042,158,4584,301
1477,32,205,264
2259,160,5945,128
1321,180,3049,18
5698,3,2181,352
2887,190,2696,18
448,128,5084,282
3484,32,3570,16
1959,32,5474,277
6566,93,3252,63
3716,96,3002,42
3290,20,1379,262
4753,133,5839,116
4914,106,4484,239
660,20,2463,312
6432,204,1228,156
5661,3,1500,217
4324,32,5318,334
2993,93,4314,20
1090,9,2479,175
4409,75,5945,184
4992,9,4542,125
3797,115,2911,4
4903,180,4542,49
6806,93,4753,248
4398,3,5945,184
4946,20,4542,14
1115,164,1923,337
2016,38,3098,292
188,137,2317,49
6806,32,6260,345
2002,137,2673,73
751,190,5042,219
6556,160,903,196
4742,42,2016,29
4490,115,1655,202
5445,37,6406,192
1383,93,4866,324
1964,20,1915,225
4542,115,5459,117
6159,32,2393,261
4221,200,270,83
6146,80,1822,32
6964,158,4646,225
33,93,6375,242
1656,93,334,29
4584,32,5866,67
1226,20,6837,236
4203,190,4298,129
3887,9,4646,267
5945,20,2546,65
4865,133,5042,136
1504,154,4742,26
6758,32,4776,242
2696,158,4314,306
4797,20,7035,331
3578,115,6578,36
4463,42,5957,20
2661,158,1115,229
4646,93,1100,176
2152,32,3445,67
4720,93,4409,166
1346,93,5362,251
1617,9,4584,258
5381,93,5968,36
783,93,5042,317
2317,193,5723,0
6388,95,3179,77
2661,71,5839,130
5839,106,5602,144
151,159,4380,72
6892,37,2067,220
4152,93,2016,85
3742,93,4753,109
3980,206,2567,281
4953,177,4085,341
2696,97,5298,148
5699,190,6205,189
5945,106,3878,267
448,83,4753,206
2357,158,5763,74
4025,32,5389,364
2681,93,2104,2
1660,93,1564,279
1100,93,5042,133
81,93,4152,129
3642,2,6228,25
5156,214,2311,292
759,93,4836,324
430,63,5945,3
1363,93,5839,51
3890,63,5945,279
3164,32,6695,244
5866,26,4584,36
5945,20,4632,343
4865,158,2016,220
5640,93,7100,52
3890,63,5945,18
2484,38,2365,299
6400,115,5658,236
645,117,4542,283
3675,158,4050,138
1923,9,2474,291
5047,38,2016,166
4742,60,2016,342
3100,93,5981,152
5732,115,5177,343
5602,105,5839,332
6260,106,3164,96
1348,18,1321,312
2528,137,2393,261
1909,9,2016,102
2915,180,2357,137
4989,106,4865,195
6578,20,3578,315
270,177,4742,279
580,122,6052,9
6825,137,213,184
4936,37,346,143
2463,71,3976,245
4532,164,1590,281
6798,9,5602,288
2408,97,748,296
6100,93,6825,38
6982,189,1504,136
792,190,3098,108
5602,38,5042,273
3345,158,1923,71
2463,20,660,322
6432,93,5042,357
2260,32,4753,24
4542,96,4992,126
1590,97,2463,77
1514,65,1290,39
750,106,5945,169
3642,9,4584,151
3795,158,4633,272
3570,93,2659,266
3715,9,3116,148
4865,204,4753,300
6964,158,74,154
5602,161,2661,42
5042,105,3795,95
3379,3,3270,252
5059,164,302,310
2220,115,4298,361
4198,93,4753,188
1152,93,3288,264
2915,37,1909,251
4581,93,2911,230
6432,177,2661,6
3653,93,1830,91
2317,20,1767,38
3462,180,2016,324
4742,20,2180,342
4584,26,5866,36
1376,20,6530,60
4885,120,4895,154
334,158,4338,19
2546,93,4409,231
2740,83,5845,166
2875,20,552,88
4484,93,3281,271
414,93,3728,195
2601,204,2272,30
4885,133,4753,99
4865,105,6753,250
5913,188,6872,273
2016,137,5042,167
399,93,4753,156
6141,21,5945,351
2696,133,995,102
5136,20,873,340
5042,227,4753,21
4753,158,6524,155
6323,93,2222,47
185,93,4409,273
1816,3,2210,121
5914,21,664,286
448,158,1146,55
4542,115,2350,168
6260,159,2391,184
1321,180,869,224
4742,184,4558,358
5042,38,5602,287
1617,32,3642,156
5839,13,3754,363
174,93,3957,306
4314,93,2696,332
202,137,5866,286
750,38,5945,100
4946,71,4542,340
4753,133,2181,13
1655,200,4490,268
3098,37,2688,140
5833,93,4059,309
4542,20,5953,328
6758,149,1002,223
1454,3,6184,100
1041,204,3578,114
5602,9,5839,70
2037,83,6909,97
6205,93,2588,200
3745,204,2044,50
3229,20,4298,73
6256,200,3187,284
3814,93,4298,37
5042,9,3795,18
4646,32,3994,64
3604,93,6260,303
4542,38,4992,232
6855,132,2896,98
2181,38,6124,308
4532,20,2463,361
5246,93,6260,65
1346,190,1862,326
2474,158,3851,359
6553,93,1500,79
6357,9,3060,196
750,133,873,78
5042,30,5602,20
1648,121,4542,239
2311,3,4544,306
5945,137,6765,118
4953,71,6795,224
5613,38,4735,182
5042,83,5602,195
4989,106,4865,71
3118,37,6051,112
6733,93,4753,54
1881,9,4753,74
5042,204,5839,56
490,186,3635,260
4507,190,638,324
3281,32,4515,312
2864,190,3306,190
6432,137,6686,330
5047,20,5042,107
4753,32,6801,184
2575,38,1923,326
552,21,218,361
7024,2,406,148
4542,20,4992,25
3558,164,4775,81
3895,149,5930,84
4210,224,3578,203
3642,105,5042,335
6260,93,4752,266
3070,9,1862,306
6256,200,4482,23
6578,9,3578,2
291,63,2696,202
6831,32,153,256
4525,93,5866,244
1665,93,4096,17
160,93,4374,352
2350,115,4992,208
3462,37,4742,277
2350,115,4542,54
6054,20,5945,18
2463,115,3506,3
2797,32,1055,12
213,200,4729,84
704,93,490,15
1884,32,6892,51
5970,38,4542,193
1862,158,774,163
4742,9,2016,275
1461,20,1767,114
5945,13,5524,206
5699,32,2955,324
1062,80,2391,319
3481,21,5602,319
1173,93,271,72
4865,101,2696,293
5876,71,4753,313
5699,93,1334,13
4753,158,5510,314
5602,133,5839,67
3331,37,3539,236
1091,200,3890,237
3164,93,182,144
3890,200,5945,116
5602,133,5047,343
4542,164,5382,320
1663,9,1973,239
5834,9,5042,103
2875,64,2696,191
4865,204,4753,230
5767,32,165,200
3642,9,5602,155
5428,3,2884,330
6432,32,4989,349
2911,200,2696,210
4850,20,4409,52
6260,93,552,348
1376,93,6530,60
5834,158,1204,338
1500,3,5661,61
3506,93,4416,351
2712,37,4542,346
2311,133,4753,184
4934,93,6073,286
4463,153,5957,266
5699,32,1933,281
1197,32,4268,155
234,93,6628,194
2942,9,1973,324
4542,137,5042,203
270,42,629,302
4235,190,3121,361
3281,137,5042,360
399,93,4753,264
751,9,6529,34
4602,132,6310,109
142,190,5042,252
6260,32,5866,154
6769,32,6260,204
3506,37,2665,170
3583,115,2910,35
4865,93,2229,245
3994,32,4567,38
6337,18,4131,209
5602,32,3642,116
1151,115,2911,87
1923,120,289,55
1920,93,3506,353
3462,180,4742,102
4235,93,3965,262
835,32,6432,273
5042,190,2357,211
4753,158,4865,151
3623,20,5945,200
5661,129,1500,229
6423,149,2588,288
1590,177,2463,127
2463,3,1590,34
6752,32,3353,230
4753,93,3914,116
180,189,4338,264
6260,9,5866,208
4913,204,6758,139
6205,9,4865,200
6260,190,4298,307
3009,42,6837,28
1822,93,1298,32
2566,105,835,225
2779,93,3148,316
2696,83,4753,209
3994,190,3415,32
5804,93,4532,313
4243,20,7035,21
3125,32,2205,251
5748,37,3382,35
3071,200,3098,45
5470,37,4513,154
2661,37,1487,110
1708,154,4742,276
6789,32,273,258
3141,37,3002,164
3715,26,5042,11
1923,32,6695,307
291,115,506,289
6002,93,5794,170
3795,32,2222,171
4946,164,4542,6
6432,38,5602,198
882,9,1378,215
6137,227,6246,163
60,133,5897,145
5230,93,4646,174
6789,32,5421,121
5996,158,759,81
808,115,3173,326
4216,137,5042,354
3116,158,227,257
4961,93,638,209
2593,63,3623,250
5945,3,185,346
5945,20,4409,356
4170,93,4171,363
4946,21,5602,126
5366,93,422,293
1046,164,5945,122
5527,93,6685,97
5382,71,4992,122
6426,37,3891,316
3754,190,5602,89
638,37,3992,98
5476,79,784,187
3049,20,1321,327
4924,93,182,229
6168,93,1334,91
5047,38,5602,21
6578,227,3578,211
774,9,751,191
2317,164,4298,361
1662,20,3578,93
1986,9,1392,8
4753,133,1468,182
5382,37,5107,90
1041,59,3578,54
6186,32,3483,304
4865,158,452,263
1266,93,5602,68
4516,83,2484,199
2696,20,4314,103
291,129,2696,348
1645,132,113,110
1655,37,718,94
1999,20,1299,62
5251,190,4633,18
1321,37,1348,197
3709,160,4542,24
4464,3,2419,71
524,20,2108,219
5142,93,6628,280
5602,164,2281,143
7059,32,4753,345
3098,38,2016,168
4409,71,750,231
2253,158,4989,31
4946,106,5382,27
4243,109,1655,273
459,32,2110,298
4391,190,5839,31
751,137,5866,201
5047,133,5042,12
6587,20,6765,319
5866,164,696,209
5428,32,3445,187
5042,158,3811,135
4542,64,6814,100
5945,3,3673,277
3340,93,2774,157
6578,106,3578,48
6758,83,7113,2
3098,158,3415,260
3506,37,2463,262
3098,37,3578,152
4198,93,2696,350
6432,190,5839,135
3415,20,751,209
6909,20,5042,265
213,158,2875,143
4344,190,5602,312
2423,164,2696,37
3642,32,552,25
1487,9,219,77
6260,106,6168,139
42,37,4542,33
3481,9,5042,141
552,164,4515,202
1901,9,1376,184
4298,158,2566,154
1513,83,6377,246
2302,32,4646,226
3181,93,2378,330
4584,156,4865,316
3407,200,113,288
3483,130,4542,155
3176,93,5019,36
5839,37,1487,54
5945,189,4409,280
5602,164,2661,231
5713,93,2661,252
6982,32,4152,77
5382,37,4542,189
5602,158,6432,115
6882,37,6799,364
6260,20,2661,37
165,137,2392,220
6260,137,2588,80
6975,137,6090,106
805,93,2271,225
5291,20,1769,98
176,93,1155,203
1448,93,1334,155
5602,158,4953,250
3744,32,6228,29
165,38,5314,242
2016,228,4742,229
5602,190,5042,228
4753,136,2696,94
2226,93,6801,228
3164,2,4584,198
3554,93,1701,22
383,20,6701,326
1050,75,1487,258
5470,37,4513,141
4542,156,3795,95
4989,158,1461,96
6578,3,3578,299
2696,158,6871,169
3445,32,6260,292
1590,3,2463,301
3636,20,5602,258
5774,13,490,98
3230,37,4798,18
2181,93,1648,215
774,137,3842,86
399,93,4753,211
3141,37,3002,29
3164,93,6168,292
5048,106,920,182
3888,83,3814,182
2408,32,5527,301
6725,20,884,60
165,13,5945,30
1615,83,5042,85
1862,137,5713,231
3999,93,4753,257
4463,42,5957,128
638,37,3928,269
6260,190,2696,341
995,137,4409,336
4298,37,2910,240
643,93,2263,147
4492,164,4753,35
1894,93,1378,207
4753,119,1402,264
2317,137,2927,174
6330,93,220,136
6294,93,2116,226
2550,164,2901,272
3814,190,5839,349
6631,32,3164,265
1813,93,6869,338
6578,180,4798,108
2648,158,1427,58
6964,158,774,308
6905,93,4188,346
1461,20,218,194
5470,32,4513,112
4584,190,995,138
7008,93,1388,195
1655,98,3281,292
3451,200,4933,243
2226,9,340,284
2923,63,6795,221
1862,133,3117,23
6260,190,995,143
1321,160,3382,162
1617,32,1531,285
5792,20,2181,221
4532,20,2463,346
2864,93,5042,304
2204,93,2963,274
5945,3,3845,202
2016,126,1005,302
5839,83,5042,131
3401,32,6905,260
301,93,5794,289
3269,93,2696,114
6578,18,3578,265
4409,20,5945,109
2235,93,4182,250
4865,37,5338,266
4865,137,1817,230
1162,93,2016,286
219,93,2263,231
6741,93,5382,347
3752,32,660,236
4216,227,5836,101
5122,93,4515,24
4145,190,452,275
2311,32,2963,263
4584,2,2566,262
2911,137,1379,118
6529,137,1138,22
1447,200,3578,20
5902,20,5558,134
1468,9,4753,243
5788,9,2661,119
2067,3,6184,339
2696,33,5042,23
4114,9,6416,77
4753,158,812,267
6100,32,3635,262
51,115,4581,361
2082,9,5495,293
5602,133,5042,324
6260,9,1923,321
660,133,3976,224
4004,9,5839,210
6205,158,6432,0
1314,213,2696,183
5602,133,3098,269
6497,93,3164,39
5828,3,6986,258
584,93,6925,181
5107,177,6310,288
6733,133,6907,103
2317,189,6825,284
4030,3,4824,239
5792,164,5019,23
270,194,2016,151
2419,180,3845,122
3820,0,4542,2
4529,21,2665,260
3098,37,441,242
6432,190,4397,130
2016,37,4742,152
4753,213,6739,48
2661,106,5839,5
2875,9,4706,74
5602,213,2696,207
6364,38,4934,164
6432,177,3797,293
2825,227,4753,145
3715,20,2661,146
3797,129,2696,292
5436,194,5863,121
4865,158,4753,240
5866,32,6260,22
4513,20,5470,331
1487,9,5839,167
4865,20,1191,304
5661,204,4865,67
153,93,4544,229
4865,227,2317,106
3164,32,6260,108
165,158,4398,354
4742,137,3841,235
3655,93,6888,274
2550,20,5796,304
1526,93,4753,56
1033,32,3642,78
302,93,4193,181
4577,37,1850,51
3415,190,5839,156
5423,9,4752,343
1090,32,3458,129
2371,37,5006,359
2119,164,5307,182
2474,9,5732,316
3164,190,6964,277
6406,0,3574,310
4753,158,5200,100
430,63,5945,249
3164,38,4584,72
2567,93,1400,310
5042,133,4753,262
2391,9,1084,214
3164,93,2317,61
6432,164,3002,243
4126,204,4039,65
5866,9,2443,192
1058,32,1461,100
5996,38,4753,147
5042,190,5047,304
2043,180,6733,19
4584,32,2566,263
1779,35,1466,128
3578,115,6578,161
4813,93,6703,143
4804,133,213,7
1346,93,6402,288
5506,115,4298,5
5945,20,4409,325
6758,9,5047,231
2227,20,1814,92
5699,9,5042,256
2875,32,2575,76
1846,93,6228,122
2546,93,4409,254
4885,164,5602,349
3506,37,2463,305
1876,20,1617,135
1484,32,5428,222
452,9,1163,167
6432,190,5042,218
1322,32,4865,67
4581,20,2696,207
2659,9,2226,75
5945,3,6765,328
4542,96,4992,224
645,117,4542,327
6767,137,6426,147
5252,115,3673,330
5699,32,5602,256
2357,105,4885,223
5945,21,4409,250
1904,204,914,272
5389,164,4371,331
2563,93,4409,287
3642,93,4753,276
6260,9,5866,59
4980,32,774,43
5156,93,5062,324
6705,9,4016,299
3445,26,4314,57
4865,158,4646,38
165,20,5945,64
3164,2,6260,205
1617,32,4584,316
3506,18,2463,348
4581,200,817,5
4542,137,695,322
6205,158,2875,149
835,93,2566,107
3116,158,3715,93
175,137,4753,226
6087,93,4532,52
3814,9,2696,269
5661,136,3451,124
289,93,598,95
3164,9,3345,58
4542,126,1950,303
3650,130,4542,262
2463,20,1590,129
2820,32,5866,285
4161,190,5602,213
5382,106,4542,300
6432,69,4298,271
5042,158,2437,119
4227,32,219,134
4989,9,6432,201
2317,32,5423,176
3292,44,5042,172
5723,38,2311,266
4940,20,4529,343
5358,71,5866,57
3016,20,3623,51
6273,3,3453,120
4559,20,4542,318
4646,93,5042,22
5945,20,2546,363
4989,20,3635,118
2588,153,3179,37
5428,9,6964,326
4953,32,4989,107
2311,180,91,236
2566,164,835,245
3164,32,5428,344
5602,93,2661,120
1525,32,1598,286
7113,158,2115,87
3415,9,6686,101
3117,9,4753,86
6578,37,3578,79
4953,190,5602,250
4646,32,6432,351
1139,32,165,55
3893,93,823,314
5839,158,4646,39
4435,93,5897,257
5699,133,5602,54
2585,9,2661,32
1605,93,2696,337
4409,164,1884,141
4646,9,5839,205
6789,32,6583,49
4584,2,5866,149
3098,37,737,42
3118,37,5796,128
4409,137,5003,229
1383,93,6825,49
4865,137,5356,40
45,164,5527,47
3890,63,5945,111
5042,32,4298,51
2851,204,3787,181
3935,20,113,347
1508,115,4228,35
6260,9,3911,342
751,9,2311,31
2463,154,1590,112
3642,20,925,234
5970,179,4542,216
153,32,2370,121
4727,204,5619,319
5866,137,4933,113
617,3,4544,269
4992,3,4542,339
1723,20,4759,18
774,9,5042,263
4529,106,4030,129
4999,32,4646,215
4866,93,4865,106
2539,126,5828,259
6260,2,3164,36
6432,93,4753,29
3176,164,638,248
835,83,2566,161
209,190,4865,6
3840,93,4753,135
6426,99,3795,96
2391,3,2684,106
3926,50,1590,95
2577,13,4558,205
2311,9,2963,321
6801,164,3412,325
1155,32,6260,75
3164,32,6524,160
6692,177,5719,310
5839,37,1487,265
2409,32,5866,220
2586,93,2963,264
6260,93,2696,107
4753,9,1617,118
